Entity,Code,Date,"Daily new confirmed cases of COVID-19 per million people (rolling 3-day average, right-aligned)"
Canada,CAN,"Mar 2, 2020",0.08833
Canada,CAN,"Mar 3, 2020",0.097
Canada,CAN,"Mar 4, 2020",0.088
Canada,CAN,"Mar 5, 2020",0.079
Canada,CAN,"Mar 6, 2020",0.15867
Canada,CAN,"Mar 7, 2020",0.18533
Canada,CAN,"Mar 8, 2020",0.212
Canada,CAN,"Mar 9, 2020",0.15
Canada,CAN,"Mar 10, 2020",0.22933
Canada,CAN,"Mar 11, 2020",0.31767
Canada,CAN,"Mar 12, 2020",0.362
Canada,CAN,"Mar 13, 2020",0.53867
Canada,CAN,"Mar 14, 2020",0.733
Canada,CAN,"Mar 15, 2020",1.24533
Canada,CAN,"Mar 16, 2020",1.46633
Canada,CAN,"Mar 17, 2020",2.19033
Canada,CAN,"Mar 18, 2020",2.87033
Canada,CAN,"Mar 19, 2020",3.409
Canada,CAN,"Mar 20, 2020",3.727
Canada,CAN,"Mar 21, 2020",3.55033
Canada,CAN,"Mar 22, 2020",5.405
Canada,CAN,"Mar 23, 2020",5.15767
Canada,CAN,"Mar 24, 2020",5.96133
Canada,CAN,"Mar 25, 2020",5.80233
Canada,CAN,"Mar 26, 2020",17.26633
Canada,CAN,"Mar 27, 2020",20.94933
Canada,CAN,"Mar 28, 2020",23.98767
Canada,CAN,"Mar 29, 2020",17.67267
Canada,CAN,"Mar 30, 2020",19.757
Canada,CAN,"Mar 31, 2020",24.27867
Canada,CAN,"Apr 1, 2020",27.82033
Canada,CAN,"Apr 2, 2020",29.49833
Canada,CAN,"Apr 3, 2020",33.94967
Canada,CAN,"Apr 4, 2020",35.17733
Canada,CAN,"Apr 5, 2020",37.862
Canada,CAN,"Apr 6, 2020",37.341
Canada,CAN,"Apr 7, 2020",36.51067
Canada,CAN,"Apr 8, 2020",35.33633
Canada,CAN,"Apr 9, 2020",33.36667
Canada,CAN,"Apr 10, 2020",36.16633
Canada,CAN,"Apr 11, 2020",37.535
Canada,CAN,"Apr 12, 2020",35.56567
Canada,CAN,"Apr 13, 2020",31.94467
Canada,CAN,"Apr 14, 2020",31.17633
Canada,CAN,"Apr 15, 2020",33.075
Canada,CAN,"Apr 16, 2020",35.31833
Canada,CAN,"Apr 17, 2020",39.019
Canada,CAN,"Apr 18, 2020",42.62267
Canada,CAN,"Apr 19, 2020",43.95633
Canada,CAN,"Apr 20, 2020",41.47467
Canada,CAN,"Apr 21, 2020",43.72667
Canada,CAN,"Apr 22, 2020",44.79533
Canada,CAN,"Apr 23, 2020",47.70967
Canada,CAN,"Apr 24, 2020",46.59667
Canada,CAN,"Apr 25, 2020",48.257
Canada,CAN,"Apr 26, 2020",45.59
Canada,CAN,"Apr 27, 2020",42.26067
Canada,CAN,"Apr 28, 2020",40.73267
Canada,CAN,"Apr 29, 2020",41.28
Canada,CAN,"Apr 30, 2020",41.536
Canada,CAN,"May 1, 2020",41.92467
Canada,CAN,"May 2, 2020",44.56533
Cape Verde,CPV,"Mar 21, 2020",3.597
Cape Verde,CPV,"Mar 22, 2020",2.698
Cape Verde,CPV,"Mar 23, 2020",1.79867
Cape Verde,CPV,"Mar 24, 2020",0.59967
Cape Verde,CPV,"Mar 26, 2020",0.59967
Cape Verde,CPV,"Mar 27, 2020",1.19933
Cape Verde,CPV,"Mar 28, 2020",1.19933
Cape Verde,CPV,"Mar 29, 2020",0.59967
Cape Verde,CPV,"Apr 1, 2020",0.59967
Cape Verde,CPV,"Apr 2, 2020",0.59967
Cape Verde,CPV,"Apr 3, 2020",0.59967
Cape Verde,CPV,"Apr 5, 2020",0.59967
Cape Verde,CPV,"Apr 6, 2020",0.59967
Cape Verde,CPV,"Apr 7, 2020",0.59967
Cape Verde,CPV,"Apr 12, 2020",0.59967
Cape Verde,CPV,"Apr 13, 2020",1.79867
Cape Verde,CPV,"Apr 14, 2020",1.79867
Cape Verde,CPV,"Apr 15, 2020",1.79867
Cape Verde,CPV,"Apr 16, 2020",26.979
Cape Verde,CPV,"Apr 17, 2020",26.979
Cape Verde,CPV,"Apr 18, 2020",26.979
Cape Verde,CPV,"Apr 19, 2020",1.79867
Cape Verde,CPV,"Apr 20, 2020",3.59733
Cape Verde,CPV,"Apr 21, 2020",6.595
Cape Verde,CPV,"Apr 22, 2020",5.396
Cape Verde,CPV,"Apr 23, 2020",7.19467
Cape Verde,CPV,"Apr 24, 2020",8.993
Cape Verde,CPV,"Apr 25, 2020",12.59033
Cape Verde,CPV,"Apr 26, 2020",10.192
Cape Verde,CPV,"Apr 27, 2020",14.389
Cape Verde,CPV,"Apr 28, 2020",12.59033
Cape Verde,CPV,"Apr 29, 2020",13.78933
Cape Verde,CPV,"Apr 30, 2020",4.19667
Cape Verde,CPV,"May 1, 2020",7.19433
Cape Verde,CPV,"May 2, 2020",5.99533
Cayman Islands,CYM,"Mar 20, 2020",15.216
Cayman Islands,CYM,"Mar 21, 2020",22.824
Cayman Islands,CYM,"Mar 22, 2020",15.216
Cayman Islands,CYM,"Mar 23, 2020",10.144
Cayman Islands,CYM,"Mar 27, 2020",15.216
Cayman Islands,CYM,"Mar 28, 2020",25.36
Cayman Islands,CYM,"Mar 29, 2020",25.36
Cayman Islands,CYM,"Mar 30, 2020",10.144
Cayman Islands,CYM,"Mar 31, 2020",20.288
Cayman Islands,CYM,"Apr 1, 2020",30.432
Cayman Islands,CYM,"Apr 2, 2020",71.00833
Cayman Islands,CYM,"Apr 3, 2020",81.15233
Cayman Islands,CYM,"Apr 4, 2020",76.08033
Cayman Islands,CYM,"Apr 5, 2020",65.936
Cayman Islands,CYM,"Apr 6, 2020",55.792
Cayman Islands,CYM,"Apr 7, 2020",50.72
Cayman Islands,CYM,"Apr 8, 2020",50.72
Cayman Islands,CYM,"Apr 9, 2020",30.432
Cayman Islands,CYM,"Apr 10, 2020",30.432
Cayman Islands,CYM,"Apr 12, 2020",40.57633
Cayman Islands,CYM,"Apr 13, 2020",40.57633
Cayman Islands,CYM,"Apr 14, 2020",40.57633
Cayman Islands,CYM,"Apr 15, 2020",5.072
Cayman Islands,CYM,"Apr 16, 2020",35.504
Cayman Islands,CYM,"Apr 17, 2020",40.576
Cayman Islands,CYM,"Apr 18, 2020",35.504
Cayman Islands,CYM,"Apr 19, 2020",5.072
Cayman Islands,CYM,"Apr 21, 2020",25.36
Cayman Islands,CYM,"Apr 22, 2020",25.36
Cayman Islands,CYM,"Apr 23, 2020",25.36
Cayman Islands,CYM,"Apr 26, 2020",20.288
Cayman Islands,CYM,"Apr 27, 2020",20.288
Cayman Islands,CYM,"Apr 28, 2020",20.288
Cayman Islands,CYM,"Apr 30, 2020",15.216
Cayman Islands,CYM,"May 1, 2020",15.216
Cayman Islands,CYM,"May 2, 2020",20.288
Central African Republic,CAF,"Mar 16, 2020",0.207
Central African Republic,CAF,"Mar 17, 2020",0.1035
Central African Republic,CAF,"Mar 18, 2020",0.069
Central African Republic,CAF,"Mar 22, 2020",0.138
Central African Republic,CAF,"Mar 23, 2020",0.207
Central African Republic,CAF,"Mar 24, 2020",0.207
Central African Republic,CAF,"Mar 25, 2020",0.069
Central African Republic,CAF,"Mar 27, 2020",0.069
Central African Republic,CAF,"Mar 28, 2020",0.069
Central African Republic,CAF,"Mar 29, 2020",0.138
Central African Republic,CAF,"Mar 30, 2020",0.069
Central African Republic,CAF,"Mar 31, 2020",0.069
Central African Republic,CAF,"Apr 2, 2020",0.138
Central African Republic,CAF,"Apr 3, 2020",0.138
Central African Republic,CAF,"Apr 4, 2020",0.138
Central African Republic,CAF,"Apr 5, 2020",0.069
Central African Republic,CAF,"Apr 6, 2020",0.069
Central African Republic,CAF,"Apr 7, 2020",0.069
Central African Republic,CAF,"Apr 9, 2020",0.069
Central African Republic,CAF,"Apr 10, 2020",0.138
Central African Republic,CAF,"Apr 11, 2020",0.138
Central African Republic,CAF,"Apr 12, 2020",0.069
Central African Republic,CAF,"Apr 17, 2020",0.069
Central African Republic,CAF,"Apr 18, 2020",0.069
Central African Republic,CAF,"Apr 19, 2020",0.069
Central African Republic,CAF,"Apr 22, 2020",0.138
Central African Republic,CAF,"Apr 23, 2020",0.276
Central African Republic,CAF,"Apr 24, 2020",0.345
Central African Republic,CAF,"Apr 25, 2020",0.345
Central African Republic,CAF,"Apr 26, 2020",0.207
Central African Republic,CAF,"Apr 27, 2020",0.138
Central African Republic,CAF,"Apr 28, 2020",2.13967
Central African Republic,CAF,"Apr 29, 2020",2.13967
Central African Republic,CAF,"Apr 30, 2020",2.13967
Central African Republic,CAF,"May 2, 2020",1.51833
Chad,TCD,"Mar 20, 2020",0.061
Chad,TCD,"Mar 21, 2020",0.0305
Chad,TCD,"Mar 22, 2020",0.04067
Chad,TCD,"Mar 23, 2020",0.02033
Chad,TCD,"Mar 24, 2020",0.02033
Chad,TCD,"Mar 25, 2020",0.02033
Chad,TCD,"Mar 26, 2020",0.02033
Chad,TCD,"Mar 27, 2020",0.061
Chad,TCD,"Mar 28, 2020",0.04067
Chad,TCD,"Mar 29, 2020",0.04067
Chad,TCD,"Mar 31, 2020",0.04067
Chad,TCD,"Apr 1, 2020",0.04067
Chad,TCD,"Apr 2, 2020",0.04067
Chad,TCD,"Apr 5, 2020",0.02033
Chad,TCD,"Apr 6, 2020",0.04067
Chad,TCD,"Apr 7, 2020",0.04067
Chad,TCD,"Apr 8, 2020",0.02033
Chad,TCD,"Apr 9, 2020",0.02033
Chad,TCD,"Apr 10, 2020",0.04067
Chad,TCD,"Apr 11, 2020",0.04067
Chad,TCD,"Apr 12, 2020",0.02033
Chad,TCD,"Apr 13, 2020",0.08133
Chad,TCD,"Apr 14, 2020",0.24367
Chad,TCD,"Apr 15, 2020",0.24367
Chad,TCD,"Apr 16, 2020",0.24367
Chad,TCD,"Apr 17, 2020",0.08133
Chad,TCD,"Apr 18, 2020",0.203
Chad,TCD,"Apr 19, 2020",0.12167
Chad,TCD,"Apr 20, 2020",0.12167
Chad,TCD,"Apr 22, 2020",0.02033
Chad,TCD,"Apr 23, 2020",0.02033
Chad,TCD,"Apr 24, 2020",0.142
Chad,TCD,"Apr 25, 2020",0.12167
Chad,TCD,"Apr 26, 2020",0.12167
Chad,TCD,"Apr 27, 2020",0.12167
Chad,TCD,"Apr 28, 2020",0.12167
Chad,TCD,"Apr 29, 2020",0.24333
Chad,TCD,"Apr 30, 2020",0.12167
Chad,TCD,"May 1, 2020",0.54767
Chad,TCD,"May 2, 2020",0.426
Chile,CHL,"Mar 4, 2020",0.052
Chile,CHL,"Mar 5, 2020",0.0785
Chile,CHL,"Mar 6, 2020",0.06967
Chile,CHL,"Mar 7, 2020",0.06967
Chile,CHL,"Mar 8, 2020",0.052
Chile,CHL,"Mar 9, 2020",0.157
Chile,CHL,"Mar 10, 2020",0.2095
Chile,CHL,"Mar 11, 2020",0.20933
Chile,CHL,"Mar 12, 2020",0.22667
Chile,CHL,"Mar 13, 2020",0.34867
Chile,CHL,"Mar 14, 2020",0.45333
Chile,CHL,"Mar 15, 2020",0.66267
Chile,CHL,"Mar 16, 2020",0.73233
Chile,CHL,"Mar 17, 2020",1.97033
Chile,CHL,"Mar 18, 2020",2.441
Chile,CHL,"Mar 19, 2020",2.84233
Chile,CHL,"Mar 20, 2020",3.24333
Chile,CHL,"Mar 21, 2020",4.063
Chile,CHL,"Mar 22, 2020",5.21367
Chile,CHL,"Mar 23, 2020",5.057
Chile,CHL,"Mar 24, 2020",5.44067
Chile,CHL,"Mar 25, 2020",6.71367
Chile,CHL,"Mar 26, 2020",8.89333
Chile,CHL,"Mar 27, 2020",9.765
Chile,CHL,"Mar 28, 2020",11.997
Chile,CHL,"Mar 29, 2020",13.37433
Chile,CHL,"Mar 30, 2020",14.52533
Chile,CHL,"Mar 31, 2020",14.63
Chile,CHL,"Apr 1, 2020",14.45567
Chile,CHL,"Apr 2, 2020",15.554
Chile,CHL,"Apr 3, 2020",16.65233
Chile,CHL,"Apr 4, 2020",17.41967
Chile,CHL,"Apr 5, 2020",19.704
Chile,CHL,"Apr 6, 2020",18.60567
Chile,CHL,"Apr 7, 2020",18.79733
Chile,CHL,"Apr 8, 2020",16.65267
Chile,CHL,"Apr 9, 2020",18.745
Chile,CHL,"Apr 10, 2020",20.175
Chile,CHL,"Apr 11, 2020",24.15067
Chile,CHL,"Apr 12, 2020",24.081
Chile,CHL,"Apr 13, 2020",21.63967
Chile,CHL,"Apr 14, 2020",17.85567
Chile,CHL,"Apr 15, 2020",17.26267
Chile,CHL,"Apr 16, 2020",18.48333
Chile,CHL,"Apr 17, 2020",22.35433
Chile,CHL,"Apr 18, 2020",23.27867
Chile,CHL,"Apr 19, 2020",25.406
Chile,CHL,"Apr 20, 2020",22.33733
Chile,CHL,"Apr 21, 2020",21.884
Chile,CHL,"Apr 22, 2020",19.216
Chile,CHL,"Apr 23, 2020",21.06433
Chile,CHL,"Apr 24, 2020",22.75567
Chile,CHL,"Apr 25, 2020",25.70267
Chile,CHL,"Apr 26, 2020",27.237
Chile,CHL,"Apr 27, 2020",26.487
Chile,CHL,"Apr 28, 2020",26.27767
Chile,CHL,"Apr 29, 2020",26.27767
Chile,CHL,"Apr 30, 2020",27.09733
Chile,CHL,"May 1, 2020",38.53633
Chile,CHL,"May 2, 2020",46.08667
China,CHN,"Dec 31, 2019",0.019
China,CHN,"Jan 1, 2020",0.0095
China,CHN,"Jan 2, 2020",0.00633
China,CHN,"Jan 3, 2020",0.004
China,CHN,"Jan 4, 2020",0.004
China,CHN,"Jan 5, 2020",0.00733
China,CHN,"Jan 6, 2020",0.00333
China,CHN,"Jan 7, 2020",0.00333
China,CHN,"Jan 17, 2020",0.001
China,CHN,"Jan 18, 2020",0.005
China,CHN,"Jan 19, 2020",0.03633
China,CHN,"Jan 20, 2020",0.03967
China,CHN,"Jan 21, 2020",0.07067
China,CHN,"Jan 22, 2020",0.07167
China,CHN,"Jan 23, 2020",0.08967
China,CHN,"Jan 24, 2020",0.11467
China,CHN,"Jan 25, 2020",0.18433
China,CHN,"Jan 26, 2020",0.316
China,CHN,"Jan 27, 2020",0.43833
China,CHN,"Jan 28, 2020",0.74233
China,CHN,"Jan 29, 2020",0.928
China,CHN,"Jan 30, 2020",1.14867
China,CHN,"Jan 31, 2020",1.20133
China,CHN,"Feb 1, 2020",1.347
China,CHN,"Feb 2, 2020",1.54367
China,CHN,"Feb 3, 2020",1.73633
China,CHN,"Feb 4, 2020",2.00067
China,CHN,"Feb 5, 2020",2.29767
China,CHN,"Feb 6, 2020",2.50933
China,CHN,"Feb 7, 2020",2.49133
China,CHN,"Feb 8, 2020",2.38633
China,CHN,"Feb 9, 2020",2.127
China,CHN,"Feb 10, 2020",2.084
China,CHN,"Feb 11, 2020",1.869
China,CHN,"Feb 12, 2020",1.735
China,CHN,"Feb 13, 2020",4.553
China,CHN,"Feb 14, 2020",4.93867
China,CHN,"Feb 15, 2020",5.05667
China,CHN,"Feb 16, 2020",2.01467
China,CHN,"Feb 17, 2020",1.52767
China,CHN,"Feb 18, 2020",1.37767
China,CHN,"Feb 19, 2020",1.31833
China,CHN,"Feb 20, 2020",0.93433
China,CHN,"Feb 21, 2020",0.703
China,CHN,"Feb 22, 2020",0.489
China,CHN,"Feb 23, 2020",0.54767
China,CHN,"Feb 24, 2020",0.39167
China,CHN,"Feb 25, 2020",0.31967
China,CHN,"Feb 26, 2020",0.26467
China,CHN,"Feb 27, 2020",0.316
China,CHN,"Feb 28, 2020",0.273
China,CHN,"Feb 29, 2020",0.277
China,CHN,"Mar 1, 2020",0.30833
China,CHN,"Mar 2, 2020",0.27933
China,CHN,"Mar 3, 2020",0.20967
China,CHN,"Mar 4, 2020",0.10433
China,CHN,"Mar 5, 2020",0.084
China,CHN,"Mar 6, 2020",0.094
China,CHN,"Mar 7, 2020",0.08967
China,CHN,"Mar 8, 2020",0.07333
China,CHN,"Mar 9, 2020",0.04433
China,CHN,"Mar 10, 2020",0.02567
China,CHN,"Mar 11, 2020",0.02167
China,CHN,"Mar 12, 2020",0.017
China,CHN,"Mar 13, 2020",0.01733
China,CHN,"Mar 14, 2020",0.015
China,CHN,"Mar 15, 2020",0.01433
China,CHN,"Mar 16, 2020",0.015
China,CHN,"Mar 17, 2020",0.02067
China,CHN,"Mar 18, 2020",0.021
China,CHN,"Mar 19, 2020",0.02567
China,CHN,"Mar 20, 2020",0.03867
China,CHN,"Mar 21, 2020",0.04533
China,CHN,"Mar 22, 2020",0.05
China,CHN,"Mar 23, 2020",0.059
China,CHN,"Mar 24, 2020",0.063
China,CHN,"Mar 25, 2020",0.066
China,CHN,"Mar 26, 2020",0.05767
China,CHN,"Mar 27, 2020",0.06333
China,CHN,"Mar 28, 2020",0.073
China,CHN,"Mar 29, 2020",0.07567
China,CHN,"Mar 30, 2020",0.07667
China,CHN,"Mar 31, 2020",0.06833
China,CHN,"Apr 1, 2020",0.05467
China,CHN,"Apr 2, 2020",0.055
China,CHN,"Apr 3, 2020",0.052
China,CHN,"Apr 4, 2020",0.05367
China,CHN,"Apr 5, 2020",0.04167
China,CHN,"Apr 6, 2020",0.041
China,CHN,"Apr 7, 2020",0.03967
China,CHN,"Apr 8, 2020",0.04867
China,CHN,"Apr 9, 2020",0.053
China,CHN,"Apr 10, 2020",0.05267
China,CHN,"Apr 11, 2020",0.051
China,CHN,"Apr 12, 2020",0.05267
China,CHN,"Apr 13, 2020",0.066
China,CHN,"Apr 14, 2020",0.06933
China,CHN,"Apr 15, 2020",0.059
China,CHN,"Apr 16, 2020",0.04467
China,CHN,"Apr 17, 2020",0.10467
China,CHN,"Apr 18, 2020",0.10067
China,CHN,"Apr 19, 2020",0.09333
China,CHN,"Apr 20, 2020",0.015
China,CHN,"Apr 21, 2020",0.015
China,CHN,"Apr 22, 2020",0.014
China,CHN,"Apr 23, 2020",0.01333
China,CHN,"Apr 24, 2020",0.008
China,CHN,"Apr 25, 2020",0.008
China,CHN,"Apr 26, 2020",0.00767
China,CHN,"Apr 27, 2020",0.00633
China,CHN,"Apr 28, 2020",0.009
China,CHN,"Apr 29, 2020",0.007
China,CHN,"Apr 30, 2020",0.00733
China,CHN,"May 1, 2020",0.004
China,CHN,"May 2, 2020",0.00433
Colombia,COL,"Mar 7, 2020",0.02
Colombia,COL,"Mar 8, 2020",0.02
Colombia,COL,"Mar 9, 2020",0.02
Colombia,COL,"Mar 10, 2020",0.039
Colombia,COL,"Mar 11, 2020",0.039
Colombia,COL,"Mar 12, 2020",0.0785
Colombia,COL,"Mar 13, 2020",0.118
Colombia,COL,"Mar 14, 2020",0.128
Colombia,COL,"Mar 15, 2020",0.246
Colombia,COL,"Mar 16, 2020",0.236
Colombia,COL,"Mar 17, 2020",0.26867
Colombia,COL,"Mar 18, 2020",0.203
Colombia,COL,"Mar 19, 2020",0.37333
Colombia,COL,"Mar 20, 2020",0.465
Colombia,COL,"Mar 21, 2020",0.60933
Colombia,COL,"Mar 22, 2020",0.70767
Colombia,COL,"Mar 23, 2020",0.701
Colombia,COL,"Mar 24, 2020",0.96933
Colombia,COL,"Mar 25, 2020",1.10033
Colombia,COL,"Mar 26, 2020",1.53933
Colombia,COL,"Mar 27, 2020",1.212
Colombia,COL,"Mar 28, 2020",1.05467
Colombia,COL,"Mar 29, 2020",0.904
Colombia,COL,"Mar 30, 2020",1.382
Colombia,COL,"Mar 31, 2020",1.69667
Colombia,COL,"Apr 1, 2020",1.95233
Colombia,COL,"Apr 2, 2020",2.37833
Colombia,COL,"Apr 3, 2020",2.37833
Colombia,COL,"Apr 4, 2020",2.365
Colombia,COL,"Apr 5, 2020",2.234
Colombia,COL,"Apr 6, 2020",2.12267
Colombia,COL,"Apr 7, 2020",2.044
Colombia,COL,"Apr 8, 2020",2.45
Colombia,COL,"Apr 9, 2020",3.72733
Colombia,COL,"Apr 10, 2020",4.21867
Colombia,COL,"Apr 11, 2020",4.53967
Colombia,COL,"Apr 12, 2020",4.29067
Colombia,COL,"Apr 13, 2020",3.62267
Colombia,COL,"Apr 14, 2020",2.483
Colombia,COL,"Apr 15, 2020",1.769
Colombia,COL,"Apr 16, 2020",2.15533
Colombia,COL,"Apr 17, 2020",2.496
Colombia,COL,"Apr 18, 2020",3.01367
Colombia,COL,"Apr 19, 2020",3.38067
Colombia,COL,"Apr 20, 2020",3.66233
Colombia,COL,"Apr 21, 2020",3.52467
Colombia,COL,"Apr 22, 2020",3.459
Colombia,COL,"Apr 23, 2020",3.69467
Colombia,COL,"Apr 24, 2020",3.82567
Colombia,COL,"Apr 25, 2020",4.79533
Colombia,COL,"Apr 26, 2020",5.149
Colombia,COL,"Apr 27, 2020",5.35867
Colombia,COL,"Apr 28, 2020",4.69033
Colombia,COL,"Apr 29, 2020",5.28667
Colombia,COL,"Apr 30, 2020",5.45033
Colombia,COL,"May 1, 2020",5.96133
Colombia,COL,"May 2, 2020",6.92433
Comoros,COM,"May 2, 2020",1.15
Congo,COG,"Mar 16, 2020",0.181
Congo,COG,"Mar 17, 2020",0.0905
Congo,COG,"Mar 18, 2020",0.06033
Congo,COG,"Mar 19, 2020",0.12067
Congo,COG,"Mar 20, 2020",0.12067
Congo,COG,"Mar 21, 2020",0.12067
Congo,COG,"Mar 22, 2020",0.06033
Congo,COG,"Mar 23, 2020",0.06033
Congo,COG,"Mar 24, 2020",0.06033
Congo,COG,"Mar 29, 2020",0.906
Congo,COG,"Mar 30, 2020",0.906
Congo,COG,"Mar 31, 2020",0.906
Congo,COG,"Apr 1, 2020",0.18133
Congo,COG,"Apr 2, 2020",0.18133
Congo,COG,"Apr 3, 2020",1.329
Congo,COG,"Apr 4, 2020",1.14767
Congo,COG,"Apr 5, 2020",1.38933
Congo,COG,"Apr 6, 2020",0.24167
Congo,COG,"Apr 7, 2020",0.24167
Congo,COG,"Apr 9, 2020",0.906
Congo,COG,"Apr 10, 2020",0.906
Congo,COG,"Apr 11, 2020",0.906
Congo,COG,"Apr 13, 2020",0.604
Congo,COG,"Apr 14, 2020",0.604
Congo,COG,"Apr 15, 2020",0.84567
Congo,COG,"Apr 16, 2020",2.83933
Congo,COG,"Apr 17, 2020",2.83933
Congo,COG,"Apr 18, 2020",4.16833
Congo,COG,"Apr 19, 2020",1.57067
Congo,COG,"Apr 20, 2020",2.59767
Congo,COG,"Apr 21, 2020",1.027
Congo,COG,"Apr 22, 2020",1.329
Congo,COG,"Apr 23, 2020",1.57067
Congo,COG,"Apr 24, 2020",1.57067
Congo,COG,"Apr 25, 2020",2.11433
Congo,COG,"Apr 26, 2020",0.84567
Congo,COG,"Apr 27, 2020",0.84567
Congo,COG,"Apr 28, 2020",0.423
Congo,COG,"Apr 29, 2020",0.423
Congo,COG,"Apr 30, 2020",1.20833
Congo,COG,"May 1, 2020",0.78533
Congo,COG,"May 2, 2020",1.329
Costa Rica,CRI,"Mar 7, 2020",0.196
Costa Rica,CRI,"Mar 8, 2020",0.196
Costa Rica,CRI,"Mar 9, 2020",0.4905
Costa Rica,CRI,"Mar 10, 2020",0.785
Costa Rica,CRI,"Mar 11, 2020",0.785
Costa Rica,CRI,"Mar 12, 2020",1.11233
Costa Rica,CRI,"Mar 13, 2020",0.916
Costa Rica,CRI,"Mar 14, 2020",0.85067
Costa Rica,CRI,"Mar 15, 2020",0.327
Costa Rica,CRI,"Mar 16, 2020",0.785
Costa Rica,CRI,"Mar 17, 2020",0.98133
Costa Rica,CRI,"Mar 18, 2020",1.505
Costa Rica,CRI,"Mar 19, 2020",2.225
Costa Rica,CRI,"Mar 20, 2020",3.01
Costa Rica,CRI,"Mar 21, 2020",4.12233
Costa Rica,CRI,"Mar 22, 2020",3.14067
Costa Rica,CRI,"Mar 23, 2020",3.07533
Costa Rica,CRI,"Mar 24, 2020",2.94433
Costa Rica,CRI,"Mar 25, 2020",3.926
Costa Rica,CRI,"Mar 26, 2020",4.384
Costa Rica,CRI,"Mar 27, 2020",4.77667
Costa Rica,CRI,"Mar 28, 2020",5.62733
Costa Rica,CRI,"Mar 29, 2020",6.151
Costa Rica,CRI,"Mar 30, 2020",5.43133
Costa Rica,CRI,"Mar 31, 2020",4.38433
Costa Rica,CRI,"Apr 1, 2020",3.40267
Costa Rica,CRI,"Apr 2, 2020",3.99167
Costa Rica,CRI,"Apr 3, 2020",4.31867
Costa Rica,CRI,"Apr 4, 2020",4.515
Costa Rica,CRI,"Apr 5, 2020",3.926
Costa Rica,CRI,"Apr 6, 2020",3.79533
Costa Rica,CRI,"Apr 7, 2020",3.33733
Costa Rica,CRI,"Apr 8, 2020",3.141
Costa Rica,CRI,"Apr 9, 2020",3.141
Costa Rica,CRI,"Apr 10, 2020",4.71133
Costa Rica,CRI,"Apr 11, 2020",4.90767
Costa Rica,CRI,"Apr 12, 2020",4.90767
Costa Rica,CRI,"Apr 13, 2020",3.66433
Costa Rica,CRI,"Apr 14, 2020",3.53333
Costa Rica,CRI,"Apr 15, 2020",2.68267
Costa Rica,CRI,"Apr 16, 2020",2.02833
Costa Rica,CRI,"Apr 17, 2020",1.963
Costa Rica,CRI,"Apr 18, 2020",2.02833
Costa Rica,CRI,"Apr 19, 2020",1.89767
Costa Rica,CRI,"Apr 20, 2020",1.178
Costa Rica,CRI,"Apr 21, 2020",0.851
Costa Rica,CRI,"Apr 22, 2020",0.91633
Costa Rica,CRI,"Apr 23, 2020",1.37433
Costa Rica,CRI,"Apr 24, 2020",1.636
Costa Rica,CRI,"Apr 25, 2020",1.178
Costa Rica,CRI,"Apr 26, 2020",0.78533
Costa Rica,CRI,"Apr 27, 2020",0.52367
Costa Rica,CRI,"Apr 28, 2020",0.65467
Costa Rica,CRI,"Apr 29, 2020",0.78533
Costa Rica,CRI,"Apr 30, 2020",1.17767
Costa Rica,CRI,"May 1, 2020",1.43933
Costa Rica,CRI,"May 2, 2020",1.30867
Cote d'Ivoire,CIV,"Mar 12, 2020",0.038
Cote d'Ivoire,CIV,"Mar 13, 2020",0.038
Cote d'Ivoire,CIV,"Mar 14, 2020",0.038
Cote d'Ivoire,CIV,"Mar 15, 2020",0.114
Cote d'Ivoire,CIV,"Mar 16, 2020",0.057
Cote d'Ivoire,CIV,"Mar 17, 2020",0.05067
Cote d'Ivoire,CIV,"Mar 18, 2020",0.01267
Cote d'Ivoire,CIV,"Mar 19, 2020",0.02533
Cote d'Ivoire,CIV,"Mar 20, 2020",0.05067
Cote d'Ivoire,CIV,"Mar 21, 2020",0.114
Cote d'Ivoire,CIV,"Mar 22, 2020",0.13933
Cote d'Ivoire,CIV,"Mar 23, 2020",0.20233
Cote d'Ivoire,CIV,"Mar 24, 2020",0.139
Cote d'Ivoire,CIV,"Mar 25, 2020",0.70767
Cote d'Ivoire,CIV,"Mar 26, 2020",0.695
Cote d'Ivoire,CIV,"Mar 27, 2020",0.89733
Cote d'Ivoire,CIV,"Mar 28, 2020",0.354
Cote d'Ivoire,CIV,"Mar 29, 2020",0.75833
Cote d'Ivoire,CIV,"Mar 30, 2020",0.872
Cote d'Ivoire,CIV,"Mar 31, 2020",0.84667
Cote d'Ivoire,CIV,"Apr 1, 2020",0.354
Cote d'Ivoire,CIV,"Apr 2, 2020",0.316
Cote d'Ivoire,CIV,"Apr 3, 2020",0.32867
Cote d'Ivoire,CIV,"Apr 4, 2020",0.632
Cote d'Ivoire,CIV,"Apr 5, 2020",0.69533
Cote d'Ivoire,CIV,"Apr 6, 2020",0.847
Cote d'Ivoire,CIV,"Apr 7, 2020",1.327
Cote d'Ivoire,CIV,"Apr 8, 2020",1.31433
Cote d'Ivoire,CIV,"Apr 9, 2020",1.55433
Cote d'Ivoire,CIV,"Apr 10, 2020",1.52933
Cote d'Ivoire,CIV,"Apr 11, 2020",1.65567
Cote d'Ivoire,CIV,"Apr 12, 2020",1.883
