Date,State,District,Confirmed,Recovered,Deceased,Migrated,Tested
2020-06-17,Assam,Golaghat,264,88,0,0,
2020-06-17,Assam,Hailakandi,64,5,1,0,
2020-06-17,Assam,Hojai,267,0,0,0,
2020-06-17,Assam,Jorhat,121,54,0,0,
2020-06-17,Assam,Kamrup,212,21,0,0,
2020-06-17,Assam,Kamrup Metropolitan,579,339,4,0,
2020-06-17,Assam,Karbi Anglong,25,7,0,0,
2020-06-17,Assam,Karimganj,86,20,0,0,
2020-06-17,Assam,Kokrajhar,82,10,0,0,
2020-06-17,Assam,Lakhimpur,79,6,0,0,
2020-06-17,Assam,Majuli,16,0,0,0,
2020-06-17,Assam,Morigaon,49,28,0,0,
2020-06-17,Assam,Nagaon,281,25,0,0,
2020-06-17,Assam,Nalbari,25,9,0,0,
2020-06-17,Assam,Other State,1,1,0,0,
2020-06-17,Assam,Sivasagar,27,26,0,0,
2020-06-17,Assam,Sonitpur,49,35,0,0,
2020-06-17,Assam,South Salmara Mankachar,7,1,0,0,
2020-06-17,Assam,Tinsukia,102,6,0,0,
2020-06-17,Assam,Udalguri,94,2,0,0,
2020-06-17,Assam,Unknown,1077,1771,3,3,
2020-06-17,Assam,West Karbi Anglong,28,0,0,0,
2020-06-17,Bihar,Araria,100,80,1,0,
2020-06-17,Bihar,Arwal,80,53,0,0,
2020-06-17,Bihar,Aurangabad,141,80,1,0,
2020-06-17,Bihar,Banka,177,130,0,0,
2020-06-17,Bihar,Begusarai,335,264,3,0,5241
2020-06-17,Bihar,Bhagalpur,341,231,1,0,
2020-06-17,Bihar,Bhojpur,150,80,2,0,
2020-06-17,Bihar,Buxar,162,125,0,0,
2020-06-17,Bihar,Darbhanga,169,127,2,0,
2020-06-17,Bihar,East Champaran,160,124,1,0,
2020-06-17,Bihar,Gaya,159,112,0,0,
2020-06-17,Bihar,Gopalganj,174,133,0,0,
2020-06-17,Bihar,Jamui,55,34,1,0,
2020-06-17,Bihar,Jehanabad,201,174,2,0,
2020-06-17,Bihar,Kaimur,140,85,0,0,
2020-06-17,Bihar,Katihar,234,170,1,0,
2020-06-17,Bihar,Khagaria,296,266,3,0,3226
2020-06-17,Bihar,Kishanganj,129,111,0,0,1432
2020-06-17,Bihar,Lakhisarai,84,43,0,0,
2020-06-17,Bihar,Madhepura,148,106,1,0,
2020-06-17,Bihar,Madhubani,323,160,1,0,
2020-06-17,Bihar,Munger,285,154,1,0,
2020-06-17,Bihar,Muzaffarpur,184,123,2,0,2893
2020-06-17,Bihar,Nalanda,158,125,1,0,
2020-06-17,Bihar,Nawada,190,165,1,0,
2020-06-17,Bihar,Patna,344,215,2,0,
2020-06-17,Bihar,Purnia,245,179,0,0,3182
2020-06-17,Bihar,Rohtas,290,246,1,0,
2020-06-17,Bihar,Saharsa,117,76,0,0,
2020-06-17,Bihar,Samastipur,180,87,1,0,
2020-06-17,Bihar,Saran,165,99,2,0,
2020-06-17,Bihar,Sheikhpura,128,78,0,0,
2020-06-17,Bihar,Sheohar,72,8,1,0,
2020-06-17,Bihar,Sitamarhi,120,99,2,0,
2020-06-17,Bihar,Siwan,279,115,2,0,
2020-06-17,Bihar,Supaul,182,152,0,0,
2020-06-17,Bihar,Vaishali,118,86,3,0,
2020-06-17,Bihar,West Champaran,125,81,0,0,
2020-06-17,Chandigarh,Chandigarh,370,306,6,0,6233
2020-06-17,Chhattisgarh,Balod,42,35,0,0,2749
2020-06-17,Chhattisgarh,Baloda Bazar,180,95,0,0,3816
2020-06-17,Chhattisgarh,Balrampur,71,30,0,0,2276
2020-06-17,Chhattisgarh,Bametara,41,22,0,0,3113
2020-06-17,Chhattisgarh,Bastar,5,2,1,0,4522
2020-06-17,Chhattisgarh,Bijapur,0,0,0,0,1239
2020-06-17,Chhattisgarh,Bilaspur,168,128,1,0,9823
2020-06-17,Chhattisgarh,Dakshin Bastar Dantewada,2,0,0,0,1168
2020-06-17,Chhattisgarh,Dhamtari,8,5,1,0,1501
2020-06-17,Chhattisgarh,Durg,74,32,3,0,5020
2020-06-17,Chhattisgarh,Gariaband,21,8,0,0,2096
2020-06-17,Chhattisgarh,Gaurela Pendra Marwahi,3,3,0,0,273
2020-06-17,Chhattisgarh,Janjgir Champa,151,76,0,0,4016
2020-06-17,Chhattisgarh,Jashpur,93,54,0,0,2542
2020-06-17,Chhattisgarh,Kabeerdham,89,49,0,0,2829
2020-06-17,Chhattisgarh,Kondagaon,3,0,0,0,1607
2020-06-17,Chhattisgarh,Korba,253,135,0,0,10034
2020-06-17,Chhattisgarh,Koriya,49,32,0,0,2689
2020-06-17,Chhattisgarh,Mahasamund,78,55,1,0,2183
2020-06-17,Chhattisgarh,Mungeli,117,103,0,0,2922
2020-06-17,Chhattisgarh,Narayanpur,2,0,0,0,804
2020-06-17,Chhattisgarh,Other State,1,1,0,0,
2020-06-17,Chhattisgarh,Raigarh,74,54,1,0,5084
2020-06-17,Chhattisgarh,Raipur,177,63,1,0,12704
2020-06-17,Chhattisgarh,Rajnandgaon,92,59,0,0,5571
2020-06-17,Chhattisgarh,Sukma,0,0,0,0,1723
2020-06-17,Chhattisgarh,Surajpur,17,9,0,0,1830
2020-06-17,Chhattisgarh,Surguja,27,27,0,0,2008
2020-06-17,Chhattisgarh,Uttar Bastar Kanker,26,22,0,0,2051
2020-06-17,Delhi,Delhi,47102,17457,1904,0,312576
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,44,12,0,0,
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,Daman,10,0,0,0,
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,Diu,3,0,0,0,
2020-06-17,Goa,North Goa,7,6,0,0,
2020-06-17,Goa,Other State,76,0,0,0,
2020-06-17,Goa,South Goa,547,64,0,0,
2020-06-17,Goa,Unknown,26,26,0,0,
2020-06-17,Gujarat,Ahmedabad,17629,12280,1253,0,111531
2020-06-17,Gujarat,Amreli,34,11,4,0,4255
2020-06-17,Gujarat,Anand,135,111,13,0,4261
2020-06-17,Gujarat,Aravalli,152,123,14,0,3298
2020-06-17,Gujarat,Banaskantha,156,132,8,0,6159
2020-06-17,Gujarat,Bharuch,106,46,6,0,3478
2020-06-17,Gujarat,Bhavnagar,174,121,13,0,7897
2020-06-17,Gujarat,Botad,69,55,2,0,2714
2020-06-17,Gujarat,Chhota Udaipur,40,35,0,0,4442
2020-06-17,Gujarat,Dahod,49,41,0,0,5192
2020-06-17,Gujarat,Dang,4,4,0,0,1098
2020-06-17,Gujarat,Devbhumi Dwarka,18,14,0,0,3005
2020-06-17,Gujarat,Gandhinagar,520,307,22,0,7390
2020-06-17,Gujarat,Gir Somnath,53,45,0,0,3165
2020-06-17,Gujarat,Jamnagar,94,61,3,0,7308
2020-06-17,Gujarat,Junagadh,52,30,1,0,12045
2020-06-17,Gujarat,Kheda,123,79,5,0,4459
2020-06-17,Gujarat,Kutch,96,74,5,0,5450
2020-06-17,Gujarat,Mahisagar,121,107,2,0,3601
2020-06-17,Gujarat,Mehsana,193,118,10,0,2741
2020-06-17,Gujarat,Morbi,8,4,1,0,3174
2020-06-17,Gujarat,Narmada,33,23,0,0,3207
2020-06-17,Gujarat,Navsari,41,29,1,0,3935
2020-06-17,Gujarat,Other State,55,8,1,0,108
2020-06-17,Gujarat,Panchmahal,131,91,15,0,4981
2020-06-17,Gujarat,Patan,124,84,9,0,3537
2020-06-17,Gujarat,Porbandar,14,9,2,0,2532
2020-06-17,Gujarat,Rajkot,171,87,5,0,7462
2020-06-17,Gujarat,Sabarkantha,144,90,7,0,4378
2020-06-17,Gujarat,Surat,2779,2030,106,0,38490
2020-06-17,Gujarat,Surendranagar,79,43,3,0,5320
2020-06-17,Gujarat,Tapi,10,5,0,0,2962
2020-06-17,Gujarat,Vadodara,1682,1100,47,0,15268
2020-06-17,Gujarat,Valsad,59,41,3,0,4828
2020-06-17,Himachal Pradesh,Bilaspur,29,19,0,0,
2020-06-17,Himachal Pradesh,Chamba,42,31,0,0,
2020-06-17,Himachal Pradesh,Hamirpur,141,109,1,0,
2020-06-17,Himachal Pradesh,Kangra,155,99,2,0,
2020-06-17,Himachal Pradesh,Kinnaur,3,1,0,0,
2020-06-17,Himachal Pradesh,Kullu,4,3,0,0,
2020-06-17,Himachal Pradesh,Mandi,23,19,2,0,
2020-06-17,Himachal Pradesh,Shimla,22,11,2,0,
2020-06-17,Himachal Pradesh,Sirmaur,28,8,0,7,
2020-06-17,Himachal Pradesh,Solan,61,27,0,4,
2020-06-17,Himachal Pradesh,Una,77,41,0,0,
2020-06-17,Himachal Pradesh,Unknown,0,0,0,-3,
2020-06-17,Haryana,Ambala,212,109,3,0,
2020-06-17,Haryana,Bhiwani,139,70,2,0,
2020-06-17,Haryana,Charkhi Dadri,53,7,1,0,
2020-06-17,Haryana,Faridabad,1807,437,43,0,
2020-06-17,Haryana,Fatehabad,83,45,0,0,
2020-06-17,Haryana,Foreign Evacuees,21,5,0,0,
2020-06-17,Haryana,Gurugram,3862,1950,51,0,20473
2020-06-17,Haryana,Hisar,157,87,1,0,
2020-06-17,Haryana,Italians,14,14,0,0,
2020-06-17,Haryana,Jhajjar,158,108,2,0,
2020-06-17,Haryana,Jind,80,29,3,0,
2020-06-17,Haryana,Kaithal,61,52,0,0,
2020-06-17,Haryana,Karnal,175,90,3,0,
2020-06-17,Haryana,Kurukshetra,88,54,0,0,
2020-06-17,Haryana,Mahendragarh,141,95,0,0,
2020-06-17,Haryana,Nuh,117,107,0,0,
2020-06-17,Haryana,Palwal,220,107,1,0,
2020-06-17,Haryana,Panchkula,58,32,0,0,
2020-06-17,Haryana,Panipat,109,70,5,0,
2020-06-17,Haryana,Rewari,123,12,0,0,
2020-06-17,Haryana,Rohtak,346,138,6,0,
2020-06-17,Haryana,Sirsa,80,51,0,0,
2020-06-17,Haryana,Sonipat,668,263,9,0,
2020-06-17,Haryana,Yamunanagar,60,20,0,0,
2020-06-17,Jharkhand,Bokaro,29,24,2,0,
2020-06-17,Jharkhand,Chatra,41,21,0,0,
2020-06-17,Jharkhand,Deoghar,10,10,0,0,
2020-06-17,Jharkhand,Dhanbad,114,108,0,0,
2020-06-17,Jharkhand,Dumka,4,4,0,0,
2020-06-17,Jharkhand,East Singhbhum,278,52,0,0,
2020-06-17,Jharkhand,Garhwa,91,83,0,0,
2020-06-17,Jharkhand,Giridih,53,45,1,0,
2020-06-17,Jharkhand,Godda,1,1,0,0,
2020-06-17,Jharkhand,Gumla,91,53,1,0,
2020-06-17,Jharkhand,Hazaribagh,153,115,0,0,
2020-06-17,Jharkhand,Jamtara,28,2,0,0,
2020-06-17,Jharkhand,Khunti,22,16,0,0,
2020-06-17,Jharkhand,Koderma,152,64,1,0,
2020-06-17,Jharkhand,Latehar,52,44,0,0,
2020-06-17,Jharkhand,Lohardaga,44,31,0,0,
2020-06-17,Jharkhand,Pakur,29,16,0,0,
2020-06-17,Jharkhand,Palamu,45,44,0,0,
2020-06-17,Jharkhand,Ramgarh,112,69,0,0,
2020-06-17,Jharkhand,Ranchi,185,132,5,0,
2020-06-17,Jharkhand,Sahibganj,3,3,0,0,
2020-06-17,Jharkhand,Saraikela-Kharsawan,36,17,0,0,
2020-06-17,Jharkhand,Simdega,270,178,0,0,
2020-06-17,Jharkhand,West Singhbhum,53,19,0,0,
2020-06-17,Jammu and Kashmir,Anantnag,583,410,5,0,
2020-06-17,Jammu and Kashmir,Bandipora,248,203,1,0,
2020-06-17,Jammu and Kashmir,Baramulla,532,223,11,0,
2020-06-17,Jammu and Kashmir,Budgam,264,116,4,0,
2020-06-17,Jammu and Kashmir,Doda,63,30,1,0,
2020-06-17,Jammu and Kashmir,Ganderbal,64,55,0,0,
2020-06-17,Jammu and Kashmir,Jammu,279,159,4,0,
2020-06-17,Jammu and Kashmir,Kathua,163,81,0,0,
2020-06-17,Jammu and Kashmir,Kishtwar,23,10,0,0,
2020-06-17,Jammu and Kashmir,Kulgam,650,431,8,0,
2020-06-17,Jammu and Kashmir,Kupwara,419,308,5,0,
2020-06-17,Jammu and Kashmir,Pulwama,261,70,2,0,
2020-06-17,Jammu and Kashmir,Punch,105,49,0,0,
2020-06-17,Jammu and Kashmir,Rajouri,72,14,1,0,
2020-06-17,Jammu and Kashmir,Ramban,201,84,0,0,
2020-06-17,Jammu and Kashmir,Reasi,30,11,0,0,
2020-06-17,Jammu and Kashmir,Samba,113,42,0,0,
2020-06-17,Jammu and Kashmir,Shopiyan,585,322,7,0,
2020-06-17,Jammu and Kashmir,Srinagar,566,215,14,0,
2020-06-17,Jammu and Kashmir,Udhampur,185,81,1,0,
2020-06-17,Karnataka,Bagalkote,111,91,1,0,8397
2020-06-17,Karnataka,Ballari,279,55,2,0,12761
2020-06-17,Karnataka,Belagavi,307,254,1,0,13971
2020-06-17,Karnataka,Bengaluru Rural,39,11,1,0,2676
2020-06-17,Karnataka,Bengaluru Urban,827,370,43,1,66807
2020-06-17,Karnataka,Bidar,395,239,8,0,32301
2020-06-17,Karnataka,Chamarajanagara,1,0,0,0,3476
2020-06-17,Karnataka,Chikkaballapura,155,141,2,1,12267
2020-06-17,Karnataka,Chikkamagaluru,23,19,0,0,3714
2020-06-17,Karnataka,Chitradurga,43,38,0,0,3646
2020-06-17,Karnataka,Dakshina Kannada,378,145,6,2,10794
2020-06-17,Karnataka,Davanagere,230,207,6,0,11032
2020-06-17,Karnataka,Dharwad,171,50,3,0,21767
2020-06-17,Karnataka,Gadag,53,41,2,0,6689
2020-06-17,Karnataka,Hassan,248,191,1,0,8518
2020-06-17,Karnataka,Haveri,27,21,0,0,8545
2020-06-17,Karnataka,Kalaburagi,1026,574,10,0,47361
2020-06-17,Karnataka,Kodagu,3,1,0,0,3759
2020-06-17,Karnataka,Kolar,48,27,0,0,8207
2020-06-17,Karnataka,Koppal,21,11,0,0,6222
2020-06-17,Karnataka,Mandya,350,288,0,0,12542
2020-06-17,Karnataka,Mysuru,119,104,0,0,14675
2020-06-17,Karnataka,Other State,35,28,2,0,
2020-06-17,Karnataka,Raichur,410,137,2,0,18186
2020-06-17,Karnataka,Ramanagara,25,1,1,0,5320
2020-06-17,Karnataka,Shivamogga,105,69,1,0,10652
2020-06-17,Karnataka,Tumakuru,42,31,2,0,11893
2020-06-17,Karnataka,Udupi,1039,904,1,0,13534
2020-06-17,Karnataka,Uttara Kannada,123,93,0,0,6819
2020-06-17,Karnataka,Vijayapura,236,196,6,0,21334
2020-06-17,Karnataka,Yadgir,865,467,1,0,18720
2020-06-17,Kerala,Alappuzha,142,49,1,0,
2020-06-17,Kerala,Ernakulam,138,49,1,0,
2020-06-17,Kerala,Idukki,63,34,0,0,
2020-06-17,Kerala,Kannur,324,197,4,0,
2020-06-17,Kerala,Kasaragod,382,267,0,0,
2020-06-17,Kerala,Kollam,168,64,1,0,
2020-06-17,Kerala,Kottayam,110,51,0,0,
2020-06-17,Kerala,Kozhikode,173,81,1,0,
2020-06-17,Kerala,Malappuram,306,92,3,0,
2020-06-17,Kerala,Palakkad,303,171,1,1,
2020-06-17,Kerala,Pathanamthitta,148,49,1,0,
2020-06-17,Kerala,Thiruvananthapuram,134,95,4,0,
2020-06-17,Kerala,Thrissur,247,85,3,0,
2020-06-17,Kerala,Wayanad,60,40,1,0,
2020-06-17,Ladakh,Kargil,505,26,0,0,5480
2020-06-17,Ladakh,Leh,182,66,1,0,6354
2020-06-17,Maharashtra,Ahmednagar,249,183,12,0,
2020-06-17,Maharashtra,Akola,1099,634,56,1,
2020-06-17,Maharashtra,Amravati,385,268,27,0,
2020-06-17,Maharashtra,Aurangabad,2960,1654,168,0,11800
2020-06-17,Maharashtra,Beed,77,52,2,0,
2020-06-17,Maharashtra,Bhandara,53,41,0,0,
2020-06-17,Maharashtra,Buldhana,140,83,5,0,
2020-06-17,Maharashtra,Chandrapur,56,29,0,0,
2020-06-17,Maharashtra,Dhule,464,277,51,1,
2020-06-17,Maharashtra,Gadchiroli,50,41,1,0,
2020-06-17,Maharashtra,Gondia,100,69,0,0,
2020-06-17,Maharashtra,Hingoli,243,195,1,0,
2020-06-17,Maharashtra,Jalgaon,1936,880,176,0,
2020-06-17,Maharashtra,Jalna,314,194,12,0,
2020-06-17,Maharashtra,Kolhapur,734,615,8,0,
2020-06-17,Maharashtra,Latur,198,126,13,0,
2020-06-17,Maharashtra,Mumbai,61587,31338,3244,8,269608
2020-06-17,Maharashtra,Nagpur,1129,647,12,0,19450
2020-06-17,Maharashtra,Nanded,264,164,12,0,
2020-06-17,Maharashtra,Nandurbar,72,33,6,0,
2020-06-17,Maharashtra,Nashik,2188,1314,134,0,16433
2020-06-17,Maharashtra,Osmanabad,156,123,8,0,
2020-06-17,Maharashtra,Other State,98,0,20,0,
2020-06-17,Maharashtra,Palghar,2691,922,82,0,
2020-06-17,Maharashtra,Parbhani,83,73,4,0,
2020-06-17,Maharashtra,Pune,13250,7410,610,0,94547
2020-06-17,Maharashtra,Raigad,2067,1320,86,2,3101
2020-06-17,Maharashtra,Ratnagiri,459,307,18,0,
2020-06-17,Maharashtra,Sangli,267,144,11,0,
2020-06-17,Maharashtra,Satara,783,491,34,0,
2020-06-17,Maharashtra,Sindhudurg,158,91,3,0,
2020-06-17,Maharashtra,Solapur,1990,702,184,0,5500
2020-06-17,Maharashtra,Thane,20167,8591,642,1,
2020-06-17,Maharashtra,Wardha,14,8,1,0,
2020-06-17,Maharashtra,Washim,66,8,3,0,
2020-06-17,Maharashtra,Yavatmal,205,139,5,0,
2020-06-17,Meghalaya,East Khasi Hills,25,17,1,0,
2020-06-17,Meghalaya,North Garo Hills,1,1,0,0,
2020-06-17,Meghalaya,Ribhoi,0,0,0,0,
2020-06-17,Meghalaya,South West Garo Hills,5,4,0,0,
2020-06-17,Meghalaya,Unknown,1,5,0,0,
2020-06-17,Meghalaya,West Garo Hills,5,4,0,0,
2020-06-17,Meghalaya,West Jaintia Hills,5,0,0,0,
2020-06-17,Meghalaya,West Khasi Hills,1,0,0,0,
2020-06-17,Manipur,Bishnupur,51,1,0,0,
2020-06-17,Manipur,Chandel,8,0,0,0,
2020-06-17,Manipur,Churachandpur,106,18,0,0,
2020-06-17,Manipur,Imphal East,17,12,0,0,
2020-06-17,Manipur,Imphal West,64,5,0,0,
2020-06-17,Manipur,Kakching,39,0,0,0,
2020-06-17,Manipur,Kamjong,12,2,0,0,
2020-06-17,Manipur,Kangpokpi,48,0,0,0,
2020-06-17,Manipur,Noney,20,1,0,0,
2020-06-17,Manipur,Pherzawl,5,0,0,0,
2020-06-17,Manipur,Senapati,25,0,0,0,
2020-06-17,Manipur,Tamenglong,19,1,0,0,
2020-06-17,Manipur,Tengnoupal,9,0,0,0,
2020-06-17,Manipur,Thoubal,16,4,0,0,
2020-06-17,Manipur,Ukhrul,41,2,0,0,
2020-06-17,Manipur,Unknown,72,146,0,0,
2020-06-17,Madhya Pradesh,Agar Malwa,16,12,1,0,
2020-06-17,Madhya Pradesh,Alirajpur,3,3,0,0,
2020-06-17,Madhya Pradesh,Anuppur,29,24,0,0,
2020-06-17,Madhya Pradesh,Ashoknagar,41,35,1,0,
2020-06-17,Madhya Pradesh,Balaghat,12,7,0,0,
2020-06-17,Madhya Pradesh,Barwani,72,55,3,0,
2020-06-17,Madhya Pradesh,Betul,38,35,0,0,
2020-06-17,Madhya Pradesh,Bhind,124,103,0,0,
2020-06-17,Madhya Pradesh,Bhopal,2332,1604,73,0,
2020-06-17,Madhya Pradesh,Burhanpur,388,335,23,0,
2020-06-17,Madhya Pradesh,Chhatarpur,48,41,0,0,
2020-06-17,Madhya Pradesh,Chhindwara,31,12,2,0,
2020-06-17,Madhya Pradesh,Damoh,29,26,0,0,
2020-06-17,Madhya Pradesh,Datia,21,18,1,0,
2020-06-17,Madhya Pradesh,Dewas,179,112,10,0,
2020-06-17,Madhya Pradesh,Dhar,141,125,5,0,
2020-06-17,Madhya Pradesh,Dindori,30,23,0,0,
2020-06-17,Madhya Pradesh,Guna,12,7,1,0,
2020-06-17,Madhya Pradesh,Gwalior,272,194,2,0,
2020-06-17,Madhya Pradesh,Harda,21,3,0,0,
2020-06-17,Madhya Pradesh,Hoshangabad,37,34,3,0,
2020-06-17,Madhya Pradesh,Indore,4134,3048,182,0,65402
2020-06-17,Madhya Pradesh,Jabalpur,318,251,13,0,
2020-06-17,Madhya Pradesh,Jhabua,15,12,1,0,
2020-06-17,Madhya Pradesh,Katni,9,2,1,0,
2020-06-17,Madhya Pradesh,Khandwa,283,250,17,0,
2020-06-17,Madhya Pradesh,Khargone,238,179,14,0,
2020-06-17,Madhya Pradesh,Mandla,5,3,1,0,
2020-06-17,Madhya Pradesh,Mandsaur,97,85,9,0,
2020-06-17,Madhya Pradesh,Morena,148,128,1,0,
2020-06-17,Madhya Pradesh,Narsinghpur,19,15,0,0,
2020-06-17,Madhya Pradesh,Neemuch,408,329,7,0,
2020-06-17,Madhya Pradesh,Niwari,7,0,0,0,
2020-06-17,Madhya Pradesh,Panna,23,21,0,0,
2020-06-17,Madhya Pradesh,Raisen,85,70,5,0,
2020-06-17,Madhya Pradesh,Rajgarh,49,21,4,0,
2020-06-17,Madhya Pradesh,Ratlam,118,77,5,0,
2020-06-17,Madhya Pradesh,Rewa,40,35,1,0,
2020-06-17,Madhya Pradesh,Sagar,270,204,18,0,
2020-06-17,Madhya Pradesh,Satna,22,20,2,0,
2020-06-17,Madhya Pradesh,Sehore,11,9,2,0,
2020-06-17,Madhya Pradesh,Seoni,2,2,0,0,
2020-06-17,Madhya Pradesh,Shahdol,15,13,0,0,
2020-06-17,Madhya Pradesh,Shajapur,47,26,3,0,
2020-06-17,Madhya Pradesh,Sheopur,61,25,2,0,
2020-06-17,Madhya Pradesh,Shivpuri,21,16,0,0,
2020-06-17,Madhya Pradesh,Sidhi,17,17,0,0,
2020-06-17,Madhya Pradesh,Singrauli,12,11,0,0,
2020-06-17,Madhya Pradesh,Tikamgarh,22,12,1,0,
2020-06-17,Madhya Pradesh,Ujjain,822,656,67,0,9908
2020-06-17,Madhya Pradesh,Umaria,10,7,1,0,
2020-06-17,Madhya Pradesh,Vidisha,40,36,0,0,
2020-06-17,Mizoram,Aizawl,32,1,0,0,
2020-06-17,Mizoram,Champhai,5,0,0,0,
2020-06-17,Mizoram,Khawzawl,2,0,0,0,
2020-06-17,Mizoram,Kolasib,11,0,0,0,
2020-06-17,Mizoram,Lawngtlai,4,0,0,0,
2020-06-17,Mizoram,Lunglei,45,0,0,0,
2020-06-17,Mizoram,Mamit,14,0,0,0,
2020-06-17,Mizoram,Saiha,4,0,0,0,
2020-06-17,Mizoram,Saitual,3,0,0,0,
2020-06-17,Mizoram,Serchhip,1,0,0,0,
2020-06-17,Nagaland,Dimapur,29,0,0,0,896
2020-06-17,Nagaland,Kiphire,4,0,0,0,18
2020-06-17,Nagaland,Kohima,8,0,0,0,485
2020-06-17,Nagaland,Mokokchung,0,0,0,0,63
2020-06-17,Nagaland,Mon,45,0,0,0,45
2020-06-17,Nagaland,Others,2,0,0,0,
2020-06-17,Nagaland,Peren,84,0,0,0,11
2020-06-17,Nagaland,Phek,1,0,0,0,28
2020-06-17,Nagaland,Tuensang,11,0,0,0,1
2020-06-17,Nagaland,Unknown,0,103,0,0,
2020-06-17,Nagaland,Wokha,8,0,0,0,7
2020-06-17,Nagaland,Zunheboto,1,0,0,0,
2020-06-17,Odisha,Angul,48,33,0,0,2830
2020-06-17,Odisha,Balangir,147,127,0,0,2237
2020-06-17,Odisha,Balasore,222,196,1,0,9843
2020-06-17,Odisha,Bargarh,46,16,0,0,
2020-06-17,Odisha,Bhadrak,177,155,0,0,5539
2020-06-17,Odisha,Boudh,38,34,0,0,496
2020-06-17,Odisha,Cuttack,346,183,1,0,5720
2020-06-17,Odisha,Deogarh,40,33,0,0,682
2020-06-17,Odisha,Dhenkanal,52,38,0,0,1545
2020-06-17,Odisha,Gajapati,163,71,0,0,715
2020-06-17,Odisha,Ganjam,699,620,6,0,6632
2020-06-17,Odisha,Jagatsinghpur,174,89,0,0,2138
2020-06-17,Odisha,Jajpur,341,319,0,0,10621
2020-06-17,Odisha,Jharsuguda,19,15,0,0,1663
2020-06-17,Odisha,Kalahandi,58,29,0,0,1458
2020-06-17,Odisha,Kandhamal,144,50,0,0,1516
2020-06-17,Odisha,Kendrapara,186,167,0,0,2637
2020-06-17,Odisha,Kendujhar,75,44,0,0,
2020-06-17,Odisha,Khordha,394,280,6,0,
2020-06-17,Odisha,Koraput,17,16,0,0,1401
2020-06-17,Odisha,Malkangiri,47,22,0,0,1841
2020-06-17,Odisha,Mayurbhanj,126,67,0,0,3307
2020-06-17,Odisha,Nabarangapur,2,2,0,0,
2020-06-17,Odisha,Nayagarh,112,97,0,0,1104
2020-06-17,Odisha,Nuapada,78,71,0,0,310
2020-06-17,Odisha,Others,195,0,0,0,
2020-06-17,Odisha,Puri,188,103,0,0,2577
2020-06-17,Odisha,Rayagada,12,7,0,0,578
2020-06-17,Odisha,Sambalpur,24,16,0,0,2007
2020-06-17,Odisha,Subarnapur,31,29,0,0,
2020-06-17,Odisha,Sundargarh,137,118,0,0,
2020-06-17,Punjab,Amritsar,659,454,25,0,8517
2020-06-17,Punjab,Barnala,31,24,1,0,3692
2020-06-17,Punjab,Bathinda,61,55,0,0,4275
2020-06-17,Punjab,Faridkot,89,73,0,0,5801
2020-06-17,Punjab,Fatehgarh Sahib,81,72,0,0,5433
2020-06-17,Punjab,Fazilka,54,48,0,0,5234
2020-06-17,Punjab,Ferozepur,58,46,2,0,4802
2020-06-17,Punjab,Gurdaspur,171,147,3,0,6085
2020-06-17,Punjab,Hoshiarpur,145,130,5,0,4859
2020-06-17,Punjab,Jalandhar,409,301,10,0,10652
2020-06-17,Punjab,Kapurthala,49,41,3,0,4479
2020-06-17,Punjab,Ludhiana,449,175,11,0,13426
2020-06-17,Punjab,Mansa,37,34,0,0,3551
2020-06-17,Punjab,Moga,74,70,0,0,6661
2020-06-17,Punjab,Pathankot,157,87,5,0,3131
2020-06-17,Punjab,Patiala,179,125,3,0,9107
